CoC_Name,CoC_Number,Homeless_Individuals,Overall_Homeless,Sheltered_ES_Homeless,Sheltered_SH_Homeless,Sheltered_TH_Homeless,Sheltered_Total_Homeless,State,Unsheltered_Homeless
"Portage, Kalamazoo City & County CoC",MI-507,217,568,328,0,232,560,MI,8
"Portage, Kalamazoo City & County CoC",MI-507,343,567,446,0,68,514,MI,53
"Portage, Kalamazoo City & County CoC",MI-507,370,681,465,0,206,671,MI,10
"Portage, Kalamazoo City & County CoC",MI-507,244,479,396,0,55,451,MI,28
"Portage, Kalamazoo City & County CoC",MI-507,162,374,267,0,99,366,MI,8
"Portage, Kalamazoo City & County CoC",MI-507,327,642,441,0,170,611,MI,31
"Portage, Kalamazoo City & County CoC",MI-507,265,729,317,0,391,708,MI,21
"Lansing, East Lansing/Ingham County CoC",MI-508,271,435,350,0,40,390,MI,45
"Lansing, East Lansing/Ingham County CoC",MI-508,294,429,361,0,53,414,MI,15
"Lansing, East Lansing/Ingham County CoC",MI-508,326,423,291,0,66,357,MI,66
"Lansing, East Lansing/Ingham County CoC",MI-508,303,471,296,0,59,355,MI,116
"Lansing, East Lansing/Ingham County CoC",MI-508,334,470,298,0,102,400,MI,70
"Lansing, East Lansing/Ingham County CoC",MI-508,294,419,340,6,34,380,MI,39
"Lansing, East Lansing/Ingham County CoC",MI-508,293,418,306,0,59,365,MI,53
Washtenaw County CoC,MI-509,309,372,231,0,61,292,MI,80
Washtenaw County CoC,MI-509,359,510,241,0,103,344,MI,166
Washtenaw County CoC,MI-509,263,342,236,0,65,301,MI,41
Washtenaw County CoC,MI-509,210,282,210,0,45,255,MI,27
Washtenaw County CoC,MI-509,242,302,213,0,49,262,MI,40
Washtenaw County CoC,MI-509,216,381,214,0,124,338,MI,43
Washtenaw County CoC,MI-509,421,545,254,0,125,379,MI,166
Saginaw City & County CoC,MI-510,153,357,183,6,156,345,MI,12
Saginaw City & County CoC,MI-510,190,343,197,6,123,326,MI,17
Saginaw City & County CoC,MI-510,188,388,192,6,175,373,MI,15
Saginaw City & County CoC,MI-510,190,325,164,6,143,313,MI,12
Saginaw City & County CoC,MI-510,243,402,151,3,171,325,MI,77
Saginaw City & County CoC,MI-510,190,308,175,6,108,289,MI,19
Saginaw City & County CoC,MI-510,175,350,181,5,157,343,MI,7
Lenawee County CoC,MI-511,43,138,76,0,42,118,MI,20
Lenawee County CoC,MI-511,44,118,52,0,44,96,MI,22
Lenawee County CoC,MI-511,51,137,81,0,38,119,MI,18
Lenawee County CoC,MI-511,55,128,70,0,40,110,MI,18
Lenawee County CoC,MI-511,59,128,84,0,44,128,MI,0
Lenawee County CoC,MI-511,48,124,72,0,39,111,MI,13
Lenawee County CoC,MI-511,54,117,79,0,38,117,MI,0
"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,201,396,228,0,113,341,MI,55
"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,226,302,214,0,51,265,MI,37
"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,174,316,140,0,128,268,MI,48
"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,169,235,197,0,15,212,MI,23
"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,204,243,182,0,51,233,MI,10
"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,167,228,167,0,21,188,MI,40
"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,196,328,186,0,103,289,MI,39
"Marquette, Alger Counties CoC",MI-513,42,79,46,0,31,77,MI,2
"Marquette, Alger Counties CoC",MI-513,34,84,50,0,31,81,MI,3
"Marquette, Alger Counties CoC",MI-513,34,70,40,0,21,61,MI,9
"Marquette, Alger Counties CoC",MI-513,26,70,33,0,35,68,MI,2
"Marquette, Alger Counties CoC",MI-513,58,74,29,0,40,69,MI,5
"Marquette, Alger Counties CoC",MI-513,61,80,63,0,13,76,MI,4
"Marquette, Alger Counties CoC",MI-513,45,80,53,0,22,75,MI,5
Battle Creek/Calhoun County CoC,MI-514,209,284,123,0,107,230,MI,54
Battle Creek/Calhoun County CoC,MI-514,172,236,126,6,63,195,MI,41
